name,full_name,trip_count,trip_list,stop_count,stop_list,id,direction_id
271-B,Kempegowda Bus Station → 2nd stage Kuvempunagara,5,"[ ""08:40:00"", ""10:45:00"", ""15:20:00"", ""16:55:00"", ""19:00:00"" ]",24,"[ ""Kempegowda Bus Station"", ""Ananda Rao Circle"", ""Swastik Sheshadripuram College"", ""Central"", ""Malleshwara Circle"", ""Malleshwara 8th Cross (Sampige Road)"", ""Malleshwara 11th Cross"", ""Malleshwara 15th Cross"", ""Malleshwara 18th Cross"", ""Tata Institute"", ""Yeshawanthapura Circle"", ""Yeshawanthapura Tollgate"", ""Ayyappa Temple Yashawanthapura"", ""Diwanarapalya"", ""MS Ramaiah College"", ""Mathikere"", ""Gokula"", ""BEL Circle"", ""State Bank of India"", ""BEL Market"", ""HMT Club House"", ""Gangamma Circle"", ""Kuvempunagara"", ""2nd stage Kuvempunagara"" ]",23r,0
13-C,Shivajinagara Bus Station → Kumaraswamy Layout,14,"[ ""06:40:00"", ""08:20:00"", ""09:05:00"", ""10:40:00"", ""11:05:00"", ""11:20:00"", ""13:30:00"", ""13:40:00"", ""15:15:00"", ""15:50:00"", ""17:25:00"", ""17:50:00"", ""18:45:00"", ""22:40:00"" ]",27,"[ ""Shivajinagara Bus Station"", ""Indian Express"", ""MG Statue (Chinnaswamy Stadium)"", ""Museum"", ""St Joseph's Indian School\/ Malya Hospital"", ""Richmond Circle"", ""KH Road"", ""Shanthinagara Bus Station"", ""Mallige Hospital"", ""Siddapura Ashoka Pillar"", ""Ashoka Pillar"", ""Rani Saraladevi"", ""3rd Block Jayanagara"", ""Jayanagara Bus Station"", ""Jayanagara Telephone Exchange"", ""Jayanagara  38th Cross"", ""Jayanagara 40th Cross"", ""Sangam Circle"", ""Banashankari Bus Station"", ""Banashankari Hunasemara"", ""Monotype Corporation"", ""Kaveri Nagara"", ""Yarab Nagara"", ""Kadirenahalli Cross"", ""Dayananda Sagar College"", ""Kumaraswamy Layout Police Station"", ""Kumaraswamy Layout"" ]",23s,0
13-C,Kumaraswamy Layout → Shivajinagara Bus Station,15,"[ ""05:30:00"", ""07:00:00"", ""07:55:00"", ""09:10:00"", ""10:00:00"", ""10:50:00"", ""11:50:00"", ""12:20:00"", ""12:30:00"", ""14:45:00"", ""15:00:00"", ""16:20:00"", ""17:30:00"", ""18:40:00"", ""20:00:00"" ]",28,"[ ""Kumaraswamy Layout"", ""Kumaraswamy Layout Police Station"", ""Dayananda Sagar College"", ""Kadirenahalli Cross"", ""Yarab Nagara"", ""Kaveri Nagara"", ""Monotype Corporation"", ""Banashankari Hunasemara"", ""Banashankari Bus Station"", ""Jayanagara 40th Cross"", ""Jayanagara 38th Cross"", ""Jayanagara Telephone Exchange"", ""Jayanagara Bus Station"", ""3rd Block Jayanagara"", ""Madhavan Park"", ""Rani Saraladevi High School"", ""Ashoka Pillar"", ""Siddapura Ashoka Pillar"", ""Mallige Hospital"", ""Wilson Garden 10th Cross"", ""Wilson Garden Police Station"", ""Shanthinagara Bus Station"", ""KH Road"", ""Richmond Circle"", ""St Joseph Boys High School Musuem Road"", ""State Bank India Garage"", ""MG Road"", ""Shivajinagara Bus Station"" ]",23s,1
231-B,KR Market (Kalasipalya) → Bannikuppe,3,"[ ""06:25:00"", ""17:15:00"", ""20:55:00"" ]",44,"[ ""KR Market (Kalasipalya)"", ""Rayan Circle"", ""Water Tank Chamarajapet"", ""Chamarajapet"", ""Sirsi Circle"", ""Mysore Road TollGate"", ""New Guddadahalli"", ""Mysore Road Bus Station"", ""BHEL"", ""Mysore Road Metro Station"", ""Nayandahalli"", ""BWSSB Quarters Nayandahalli"", ""Rajarajeshwari nagara Gate"", ""Bengaluru University Gate"", ""Jayaram Das Factory"", ""RV College"", ""Dubasipalya Cross"", ""Mylasandra Cross"", ""Kengeri Bus Station"", ""Kengeri Police Station"", ""Depot-12 Gate"", ""NICE Road Kengeri Road Junction"", ""Basavanagara Kengeri"", ""RR Medical College"", ""Anchepalya"", ""Juggath Farma"", ""Ramohalli Cross"", ""Kumbalagodu"", ""Pepsi Gate"", ""Swami Narayana Gurukula"", ""Kanminake"", ""Kanminake Colony"", ""Hejjala Cross"", ""Juttanapalya"", ""Hejjala"", ""Muthurayanapura"", ""K Karenahalli Cross"", ""CK Thandya Cross"", ""Dodderi College"", ""Kariyappanapalya"", ""Ramanayakana Thandya"", ""Kurubara Karenahalli"", ""Basavanapura"", ""Bannikuppe"" ]",23t,0
NBVB-DPJN,Ambedkar Institute of Technology → Deepanjalinagara,1,"[ ""18:50:00"" ]",14,"[ ""Ambedkar Institute of Technology"", ""Kengunte Circle"", ""Vinayaka Layout Nagarabhavi"", ""NGEF Layout Nagarabhavi"", ""12th Block Nagarabhavi"", ""Manasa Nagara"", ""Nagarabhavi Circle"", ""Jyothi Nagara"", ""Chandra Layout Circle"", ""Ganesha Temple Chandra Layout"", ""Chandra Public School"", ""Income Tax Layout"", ""Attiguppe"", ""Deepanjalinagara"" ]",23v,1
"292",KR Market → Nagaresh Nagenahalli,4,"[ ""07:50:00"", ""10:15:00"", ""16:00:00"", ""18:30:00"" ]",36,"[ ""KR Market"", ""Town Hall"", ""Corporation"", ""Museum"", ""MG Statue (Chinnaswamy Stadium)"", ""Chinnaswamy Stadium"", ""GPO"", ""Indian Express"", ""Cunningham Road"", ""Vasantha Nagara"", ""Cantonment Railway Station"", ""Bamboo Bazaar"", ""Coles Park"", ""Frazer Town"", ""Mosque Road"", ""East Railway Station"", ""Devis Road"", ""Lingarajapura Bridge"", ""Lingarajapura"", ""Jyothi School"", ""Kacharakanahalli"", ""Depot-10 Gate"", ""Hennuru Junction"", ""Hennur Cross"", ""Hennur Petrol Bunk"", ""Hennur Bande"", ""Hennur"", ""Janaki Rama Layout"", ""Geddalahalli"", ""K Narayanapura Cross"", ""Byrathi Cross"", ""MR Nursing College"", ""Kothanuru"", ""BDS Nagara"", ""K Narayanapura Main Bus Stand"", ""Nagaresh Nagenahalli"" ]",23w,0
"292",Nagaresh Nagenahalli → KR Market,4,"[ ""06:45:00"", ""09:00:00"", ""14:30:00"", ""17:15:00"" ]",33,"[ ""Nagaresh Nagenahalli"", ""K Narayanapura Main Bus Stand"", ""BDS Nagara"", ""MR Nursing College"", ""Byrathi Cross"", ""K Narayanapura Cross"", ""Geddalahalli"", ""Janaki Rama Layout"", ""Hennur"", ""Hennur Bande Sai Baba Temple"", ""Hennuru Petrol Bunk"", ""Hennur Cross"", ""Hennur Junction"", ""Depot-10 Gate"", ""Kacharakanahalli"", ""Jyothi School"", ""Lingarajapura"", ""Lingarajapura Bridge"", ""Charls School Toll Gate"", ""Devis Road"", ""Clarence School"", ""Frazer Town"", ""Coles Park"", ""Bamboo Bazaar"", ""CSI Hospital"", ""Indian Express"", ""Vidhana Soudha Karnataka High Court"", ""MS Building"", ""KR Circle"", ""St Marthas Hospital"", ""Corporation"", ""Town Hall"", ""KR Market"" ]",23w,1
V-328H HSK-WTTMC,White Field Bus Station (Vydehi Hospital) → Hosakote Bus Stand (Old),1,"[ ""15:16:00"" ]",29,"[ ""White Field Bus Station (Vydehi Hospital)"", ""Sathya Sai Hospital"", ""Big Bazzar ITPL"", ""Pattandur Agrahara Gate"", ""ITPL"", ""GR Tech Park ITPL"", ""BPL"", ""Hope Farm"", ""Kadugodi Bridge"", ""Sathya Sai Baba Mandir"", ""Bellathur"", ""Seegehalli Gate  Kadugodi"", ""Shell Petrol Bunk"", ""Chaithanya Samarpan Apartment"", ""Sai Lakshmi Industries"", ""Bevina Mara Kannamangala"", ""Kannamangala Gate"", ""Khaji Sonnenahalli Gate"", ""Safal Market"", ""Gorivegere Gate"", ""Sannathammanahalli"", ""Budigere Cross"", ""Katamanallur Gate"", ""Hosakote Kodi"", ""Hosakote Toll (Volvo)"", ""Hosakote High School"", ""Hosakote BEO office"", ""Hosakote Flower Market"", ""Hosakote Bus Stand (Old)"" ]",23x,1
237-J PSN-KBS,Vijayanagara → Deepanjalinagara,1,"[ ""12:00:00"" ]",5,"[ ""Vijayanagara"", ""Maruthi Mandira"", ""Vijayanagara Garage"", ""Attiguppe"", ""Deepanjalinagara"" ]",23y,0
365-N,Kempegowda Bus Station → Giddenahalli,3,"[ ""06:35:00"", ""16:55:00"", ""20:35:00"" ]",54,"[ ""Kempegowda Bus Station"", ""Maharani College"", ""KR Circle"", ""St Marthas Hospital"", ""Corporation"", ""Subbaiah Circle"", ""KH Road"", ""Shanthinagara Bus Station"", ""Wilson Garden Police Station"", ""Wilson Garden 12th Cross"", ""Lakkasandra"", ""Nimhans Hospital"", ""Bengaluru Dairy Circle"", ""Ananda Ashrama (BGT Rd)"", ""Jalabhavan"", ""Gurappanapalya"", ""MICO Layout Checkpost Gopalan mall"", ""JP Nagara 3rd Phase"", ""Bilekahalli"", ""Apollo Hospital"", ""HSBC"", ""Arakere Gate"", ""BPL"", ""Hulimavu Gate"", ""Meenakshi Temple"", ""Loyola School"", ""Kalena Agrahara"", ""Himagiri"", ""Gottigere"", ""T John College"", ""Basavanapura Gate"", ""Koli Farm Gate"", ""Kalkere"", ""AMC College"", ""Sampangiram Nagara"", ""Ryan International School"", ""Vijaya Bank Bannerughatta"", ""Bannerughatta Circle"", ""Sarala Birla Academy"", ""Junglepalya Gate"", ""Mantapa Cross"", ""Ragihalli Gate"", ""Begihalli"", ""Koppa Gate"", ""Harapanahalli"", ""Jigani Double Road"", ""YHK Hospital"", ""Jigani Tent"", ""OTC Circle"", ""Jigani Bus Stand"", ""Jigani APC Circle"", ""Kallabalu Cross"", ""Kallabalu"", ""Giddenahalli"" ]",23z,0
365-N,Jigani APC Circle → Kempegowda Bus Station,3,"[ ""05:00:00"", ""07:40:00"", ""08:40:00"" ]",46,"[ ""Jigani APC Circle"", ""Jigani Bus Stand"", ""Jigani Tent"", ""Jigani Double Road"", ""Harapanahalli"", ""Koppa Gate"", ""Begihalli"", ""Ragihalli Gate"", ""Mantapa Cross"", ""Junglepalya Gate"", ""Sarala Birla Academy"", ""Bannerughatta Circle"", ""Vijaya Bank Bannerughatta"", ""Ryan International School"", ""Sampangiram Nagara"", ""AMC College"", ""Kalkere"", ""Koli Farm Gate"", ""Basavanapura Gate"", ""T John College"", ""Gottigere"", ""Himagiri"", ""Kalena Agrahara"", ""Loyola School"", ""Meenakshi Temple"", ""Hulimavu Gate"", ""BPL"", ""Arakere Gate"", ""HSBC"", ""Apollo Hospital"", ""Bilekahalli"", ""JP Nagara 3rd Phase"", ""MICO Layout Checkpost Gopalan mall"", ""Gurappanapalya"", ""Ananda Ashrama (BGT Rd)"", ""Bengaluru Dairy Circle"", ""Nimhans Hospital"", ""Lakkasandra"", ""Wilson Garden 10th Cross"", ""Wilson Garden Police Station"", ""Shanthinagara Bus Station"", ""KH Road"", ""Pallavi Talkies"", ""Corporation"", ""Mysore Bank"", ""Kempegowda Bus Station"" ]",23z,1
238-U KBS-SMH,Kempegowda Bus Station → Summanahalli,3,"[ ""10:55:00"", ""17:10:00"", ""17:25:00"" ]",32,"[ ""Kempegowda Bus Station"", ""Okalipura"", ""Minerva Mill"", ""1st Cross Magadi Road"", ""5th Cross Magadi Road"", ""10th Cross Magadi Road"", ""Magadi Road Metro Station"", ""Prasanna Theatre"", ""Magadi Road TollGate"", ""Manuvana"", ""Vijayanagara Vijaya Bank"", ""Vijayanagara"", ""Govindarajanagara"", ""Prashanth Nagara"", ""Saraswathi Nagara"", ""Priyadarshini Layout"", ""Moodalapalya"", ""Kalyananagara"", ""Byraveshwaranagara"", ""Maruthi Nagara"", ""Nagarabhavi Circle"", ""NGEF Layout Nagarabhavi"", ""Vinayaka Layout Nagarabhavi"", ""Kengunte Circle"", ""Ambedkar Institute of Technology"", ""Deepa Complex"", ""Papareddypalya"", ""Aladamara Papareddypalya"", ""BDA Complex Nagarabhavi"", ""Vokkaliga School Kottigepalya"", ""Kottigepalya"", ""Summanahalli"" ]","24",0
210-E KBS-KMTFLY-KBDA,BDA Flats Kommaghatta → Kempegowda Bus Station,1,"[ ""08:10:00"" ]",27,"[ ""BDA Flats Kommaghatta"", ""Basaveshwaranagara 2nd Phase"", ""Railway Bridge Babasabarapalya"", ""Basavanagara Kengeri"", ""NICE Road Kengeri Road Junction"", ""Kengeri Police Station"", ""Kengeri Bus Station"", ""Mylasandra Cross"", ""Dubasipalya Cross"", ""RV College"", ""Jayaram Das Factory"", ""Bengaluru University Gate"", ""Rajarajeshwari nagara Gate"", ""BWSSB Quarters Nayandahalli"", ""Nayandahalli"", ""Mysore Road Metro Station"", ""BHEL"", ""Deepanjalinagara"", ""Bapujinagara"", ""New Guddadahalli"", ""Mysore Road TollGate"", ""Sirsi Circle"", ""KR Market Flyover"", ""Town Hall"", ""Corporation"", ""Mysore Bank"", ""Kempegowda Bus Station"" ]","240",1
214-D KMT-TRLE,Banashankari → Tharalu Estate,3,"[ ""10:25:00"", ""15:35:00"", ""18:20:00"" ]",39,"[ ""Banashankari"", ""Sarakki"", ""Jaraganahalli Cross"", ""Yalachenahalli"", ""Yalachenahalli Metro Station"", ""Metro"", ""Konanakunte Cross"", ""Konanakunte Cross  Metro Station"", ""Doddakallasandra"", ""Doddakallasandra Metro Station"", ""Gubbalala Gate"", ""Raghuvanahalli Cross"", ""Vajarahalli Metro Station"", ""Bayyanapalya"", ""Thalagattapura Metro Station"", ""Thalagattapura"", ""Vajramuneshwara Gate"", ""Silk Institute Metro Station"", ""Jyothi Farm"", ""NICE Road"", ""Chinnayyanapalya Silk Farm"", ""Agara Cross"", ""Kuppareddy Kere"", ""Shanimahathma Temple"", ""Lakshmipura"", ""Saalu Doddy"", ""Art Of Living Ravishankar Ashram"", ""Dayananda Sagar Vidya Samste"", ""Art Of Living (Kanakapura Road)"", ""Udipalya"", ""Udayapura"", ""Saluhunase"", ""Santekatte"", ""Kaggalipura"", ""Christ School"", ""Vasudevapura"", ""Gulakamale"", ""Tharalu"", ""Tharalu Estate"" ]","241",0
214-D KMT-TRLE,Tharalu → Banashankari Bus Station,2,"[ ""09:05:00"", ""16:55:00"" ]",38,"[ ""Tharalu"", ""Gulakamale"", ""Vasudevapura"", ""Christ School"", ""Kaggalipura"", ""Santekatte"", ""Saluhunase"", ""Udayapura"", ""Udipalya"", ""Art Of Living"", ""Dayananda Sagar Vidya Samste"", ""Art Of Living Ravishankar Ashram"", ""Saalu Doddy"", ""Lakshmipura"", ""Shanimahathma Temple"", ""Kuppareddy Kere"", ""Agara Cross"", ""Chinnayyanapalya Silk Farm"", ""NICE Road Kanakapura Road Junction"", ""Jyothi Farm"", ""Silk Institute metro station"", ""Vajramuneshwara Gate"", ""Thalagattapura"", ""Thalaghattapura Metro Station"", ""Bayyanapalya"", ""Vajarahalli Metro Station"", ""Raghuvanahalli Cross"", ""Gubbalala Gate"", ""Doddakallasandra Metro Station"", ""Doddakallasandra"", ""Konanakunte Cross  Metro Station"", ""Konanakunte Cross"", ""Metro"", ""Yalachenahalli Metro Station"", ""Yalachenahalli"", ""Jaraganahalli Cross"", ""Sarakki"", ""Banashankari Bus Station"" ]","241",1
G-2,Mayohall → Sarjapura,44,"[ ""06:20:00"", ""06:25:00"", ""06:35:00"", ""06:35:00"", ""06:50:00"", ""06:50:00"", ""06:55:00"", ""06:55:00"", ""07:10:00"", ""07:40:00"", ""08:25:00"", ""08:35:00"", ""08:45:00"", ""09:15:00"", ""09:30:00"", ""09:50:00"", ""10:10:00"", ""10:30:00"", ""10:30:00"", ""10:40:00"", ""10:45:00"", ""12:10:00"", ""12:25:00"", ""12:30:00"", ""13:00:00"", ""13:55:00"", ""14:05:00"", ""14:10:00"", ""14:15:00"", ""15:55:00"", ""16:05:00"", ""16:05:00"", ""16:40:00"", ""17:25:00"", ""17:25:00"", ""17:40:00"", ""17:45:00"", ""17:50:00"", ""17:50:00"", ""17:55:00"", ""18:05:00"", ""18:40:00"", ""20:00:00"", ""21:00:00"" ]",39,"[ ""Mayohall"", ""Hosmat Hospital"", ""ASC Centre"", ""Vannarapet"", ""Vivek Nagara Cross"", ""Ravi Tent"", ""National Games Village Gate"", ""Passport Office Koramangala"", ""Indoor Stadium"", ""Koramangala Bus Station"", ""Sony World 80ft Road Koramangala"", ""Maharaja Signal"", ""Wipro Park Koramangala"", ""Koramangala 1st Block"", ""Jakkasandra"", ""14th Main HSR Layout"", ""Depot-25 Gate"", ""Agara Junction"", ""Ibbaluru"", ""Bellanduru Gate SJP Road"", ""Kaikondrahalli"", ""Junnasandra Gate Wipro Regional Office"", ""Radhareddy Layout"", ""Doddakannalli"", ""Carmelram Gate"", ""Ambedkar Nagara"", ""Sarjapura Wipro Campus"", ""Kodathi Gate"", ""Sulikunte"", ""Muttanalluru Cross"", ""Dommasandra Circle"", ""Dommasandra"", ""Thigalara Chowdenahalli Cross"", ""Chambenahalli"", ""Yamare"", ""Crystal Apartment Sarjapura Road"", ""Sompura Gate"", ""Sarjapura Circle"", ""Sarjapura"" ]","242",0
G-2,Sarjapura → Mayohall G-2,29,"[ ""05:20:00"", ""07:40:00"", ""08:10:00"", ""08:20:00"", ""08:25:00"", ""08:35:00"", ""08:35:00"", ""10:30:00"", ""10:50:00"", ""10:50:00"", ""12:10:00"", ""12:20:00"", ""14:00:00"", ""14:20:00"", ""14:30:00"", ""15:35:00"", ""15:40:00"", ""15:40:00"", ""15:45:00"", ""15:55:00"", ""16:05:00"", ""17:35:00"", ""17:45:00"", ""17:45:00"", ""19:30:00"", ""19:35:00"", ""19:50:00"", ""20:00:00"", ""20:05:00"" ]",38,"[ ""Sarjapura"", ""Sarjapura Circle"", ""Sompura Gate"", ""Crystal Apartment Sarjapura Road"", ""Yamare"", ""Chambenahalli"", ""Thigalara Chowdenahalli Cross"", ""Dommasandra"", ""Dommasandra Circle"", ""Muttanalluru Cross"", ""Sulikunte"", ""Kodathi Gate"", ""Sarjapura Wipro Campus"", ""Ambedkar Nagara"", ""Carmelram Gate"", ""Doddakannalli"", ""Radhareddy Layout"", ""Junnasandra Gate Wipro Regional Office"", ""Kaikondrahalli"", ""Bellanduru Gate SJP Road"", ""Ibbaluru"", ""Agara Junction"", ""Jakkasandra"", ""Koramangala 1st Block"", ""Wipro Park Koramangala"", ""Maharaja Signal"", ""Sony World 80ft Road Koramangala"", ""Koramangala Bus Station"", ""Indoor Stadium"", ""Passport Office Koramangala"", ""National Games Village Gate"", ""Ravi Tent"", ""Vivek Nagara Cross"", ""Vannarapet"", ""ASC Centre"", ""Military Accounts Office"", ""Trinity Circle"", ""Mayohall G-2"" ]","242",1
342-H,St Johns Hospital → Sarjapura,32,"[ ""06:05:00"", ""08:05:00"", ""09:40:00"", ""10:20:00"", ""10:25:00"", ""10:45:00"", ""10:45:00"", ""11:10:00"", ""11:20:00"", ""11:35:00"", ""11:35:00"", ""12:10:00"", ""13:05:00"", ""13:15:00"", ""13:20:00"", ""13:40:00"", ""13:40:00"", ""14:05:00"", ""14:05:00"", ""14:30:00"", ""14:30:00"", ""14:45:00"", ""15:45:00"", ""15:45:00"", ""16:05:00"", ""16:15:00"", ""16:35:00"", ""16:55:00"", ""17:00:00"", ""17:15:00"", ""17:25:00"", ""17:40:00"" ]",30,"[ ""St Johns Hospital"", ""Koramangala Water Tank"", ""Kudure Mukha Colony"", ""St francis College"", ""Koramangala 1st Block"", ""Jakkasandra"", ""14th Main HSR Layout"", ""Depot-25 Gate"", ""Agara Junction"", ""Ibbaluru"", ""Bellanduru Gate SJP Road"", ""Kaikondrahalli"", ""Junnasandra Gate Wipro Regional Office"", ""Radhareddy Layout"", ""Doddakannalli"", ""Carmelram Gate"", ""Ambedkar Nagara"", ""Sarjapura Wipro Campus"", ""Kodathi Gate"", ""Sulikunte"", ""Muttanalluru Cross"", ""Dommasandra Circle"", ""Dommasandra"", ""Thigalara Chowdenahalli Cross"", ""Chambenahalli"", ""Yamare"", ""Crystal Apartment Sarjapura Road"", ""Sompura Gate"", ""Sarjapura Circle"", ""Sarjapura"" ]","243",0
342-H,Sarjapura → St Johns Hospital,34,"[ ""05:15:00"", ""06:55:00"", ""08:25:00"", ""09:05:00"", ""09:10:00"", ""09:30:00"", ""09:35:00"", ""09:40:00"", ""09:55:00"", ""10:10:00"", ""10:20:00"", ""10:20:00"", ""10:55:00"", ""11:00:00"", ""11:55:00"", ""12:00:00"", ""12:05:00"", ""12:25:00"", ""12:30:00"", ""12:50:00"", ""12:50:00"", ""13:15:00"", ""14:30:00"", ""14:55:00"", ""15:00:00"", ""15:00:00"", ""15:20:00"", ""15:45:00"", ""15:45:00"", ""16:00:00"", ""16:10:00"", ""16:25:00"", ""17:25:00"", ""18:30:00"" ]",26,"[ ""Sarjapura"", ""Sarjapura Circle"", ""Sompura Gate"", ""Crystal Apartment Sarjapura Road"", ""Yamare"", ""Dommasandra"", ""Dommasandra Circle"", ""Muttanalluru Cross"", ""Sulikunte"", ""Kodathi Gate"", ""Sarjapura Wipro Campus"", ""Ambedkar Nagara"", ""Carmelram Gate"", ""Doddakannalli"", ""Radhareddy Layout"", ""Junnasandra Gate Wipro Regional Office"", ""Kaikondrahalli"", ""Bellanduru Gate SJP Road"", ""Ibbaluru"", ""Agara Junction"", ""Jakkasandra"", ""Koramangala 1st Block"", ""St francis College"", ""Kudure Mukha Colony"", ""Koramangala Water Tank"", ""St Johns Hospital"" ]","243",1
210-G,Shivajinagara Bus Station → Vasanthapura,13,"[ ""07:30:00"", ""07:35:00"", ""08:55:00"", ""10:20:00"", ""10:25:00"", ""12:40:00"", ""12:55:00"", ""14:15:00"", ""15:05:00"", ""15:30:00"", ""17:50:00"", ""18:00:00"", ""20:30:00"" ]",35,"[ ""Shivajinagara Bus Station"", ""Indian Express"", ""MG Statue (Chinnaswamy Stadium)"", ""Museum"", ""St Joseph's Indian School\/ Malya Hospital"", ""Richmond Circle"", ""KH Road"", ""Shanthinagara Bus Station"", ""Lalbagh Hopcoms"", ""Mallige Hospital"", ""Siddapura Ashoka Pillar"", ""Ashoka Pillar"", ""Rani Saraladevi"", ""3rd Block Jayanagara"", ""Jayanagara Bus Station"", ""Jayanagara Telephone Exchange"", ""Jayanagara  38th Cross"", ""Jayanagara 40th Cross"", ""Sangam Circle"", ""Banashankari"", ""Banashankari Bus Station"", ""Banashankari Hunasemara"", ""Banashankari Hunasemara"", ""Monotype Corporation"", ""Kaveri Nagara"", ""Yarab Nagara"", ""Kadirenahalli Cross"", ""Dayananda Sagar College"", ""Kumaraswamy Layout Police Station"", ""Kumaraswamy Layout"", ""West Cross Kumaraswamy Layout"", ""ISRO Layout"", ""Bikashipura"", ""Pipeline ISRO Layout"", ""Vasanthapura"" ]","244",0
210-G,Vasanthapura → Banashankari Bus Station,13,"[ ""06:25:00"", ""06:25:00"", ""08:45:00"", ""08:45:00"", ""11:30:00"", ""11:40:00"", ""13:55:00"", ""14:15:00"", ""16:10:00"", ""16:40:00"", ""16:45:00"", ""19:00:00"", ""19:40:00"" ]",14,"[ ""Vasanthapura"", ""Pipeline ISRO Layout"", ""Bikashipura"", ""ISRO Layout"", ""West Cross Kumaraswamy Layout"", ""Kumaraswamy Layout"", ""Kumaraswamy Layout Police Station"", ""Dayananda Sagar College"", ""Kadirenahalli Cross"", ""Yarab Nagara"", ""Kaveri Nagara"", ""Monotype Corporation"", ""Banashankari Hunasemara"", ""Banashankari Bus Station"" ]","244",1
"119",Shivajinagara Bus Station → Marappa Garden,4,"[ ""07:50:00"", ""08:55:00"", ""16:50:00"", ""17:50:00"" ]",10,"[ ""Shivajinagara Bus Station"", ""Indian Express"", ""Cunningham Road"", ""Vasantha Nagara"", ""Cantonment Railway Station"", ""Canara Bank Millers Road"", ""YMC Nandhidurga Road"", ""Nandidurga Road"", ""Chinnappa Garden"", ""Marappa Garden"" ]","245",0
"119",Marappa Garden → Shivajinagara Bus Station,3,"[ ""09:25:00"", ""17:20:00"", ""18:20:00"" ]",9,"[ ""Marappa Garden"", ""Chinnappa Garden"", ""Nandidurga Road"", ""YMC Nandhidurga Road"", ""Canara Bank Millers Road"", ""Cantonment Railway Station"", ""CSI Hospital"", ""Indian Express"", ""Shivajinagara Bus Station"" ]","245",1
342-Y,KR Market (Kalasipalya) → Thiruvaranga,3,"[ ""07:05:00"", ""14:50:00"", ""19:55:00"" ]",49,"[ ""KR Market (Kalasipalya)"", ""Makkala Koota"", ""Basappa Circle"", ""Lalbagh Main Gate"", ""Lalbagh Hopcoms"", ""7th Cross Wilson Garden"", ""Lakkasandra"", ""Nimhans Hospital"", ""Bengaluru Dairy Circle"", ""Muneshwara Devasthana"", ""Hosur Road Junction"", ""St Johns Hospital"", ""Koramangala Water Tank"", ""Kudure Mukha Colony"", ""St francis College"", ""Koramangala 1st Block"", ""Jakkasandra"", ""14th Main HSR Layout"", ""Depot-25 Gate"", ""Agara Junction"", ""Ibbaluru"", ""Bellanduru Gate SJP Road"", ""Kaikondrahalli"", ""Junnasandra Gate Wipro Regional Office"", ""Radhareddy Layout"", ""Doddakannalli"", ""Carmelram Gate"", ""Ambedkar Nagara"", ""Kodathi Gate"", ""Sulikunte"", ""Muttanalluru Cross"", ""Dommasandra Circle"", ""Dommasandra"", ""Thigalara Chowdenahalli Cross"", ""Chambenahalli"", ""Yamare"", ""Crystal Apartment Sarjapura Road"", ""Sompura Gate"", ""Sarjapura Circle"", ""Sarjapura"", ""Rama Devasthana Sarjapur"", ""Abbaiah Circle Sarjapura"", ""Thindlu Gate"", ""Mahal Chowdadenahalli"", ""Dodda Thimmasandra Gate"", ""Pandithana Agrahara Junction"", ""Mugaluru"", ""Thiruvanga Gate"", ""Thiruvaranga"" ]","246",0
342-Y,Thiruvaranga → KR Market (Kalasipalya),2,"[ ""05:30:00"", ""17:05:00"" ]",45,"[ ""Thiruvaranga"", ""Thiruvaranga Gate"", ""Mugaluru"", ""Pandithana Agrahara Junction"", ""Dodda Thimmasandra Gate"", ""Mahal Chowdadenahalli"", ""Thindlu Gate"", ""Abbaiah Circle Sarjapura"", ""Rama Devasthana Sarjapur"", ""Sarjapura"", ""Sarjapura Circle"", ""Sompura Gate"", ""Crystal Apartment Sarjapura Road"", ""Yamare"", ""Chambenahalli"", ""Thigalara Chowdenahalli Cross"", ""Dommasandra"", ""Dommasandra Circle"", ""Muttanalluru Cross"", ""Sulikunte"", ""Kodathi Gate"", ""Ambedkar Nagara"", ""Carmelram Gate"", ""Doddakannalli"", ""Radhareddy Layout"", ""Junnasandra Gate Wipro Regional Office"", ""Kaikondrahalli"", ""Bellanduru Gate SJP Road"", ""Ibbaluru"", ""Agara Junction"", ""Jakkasandra"", ""Koramangala 1st Block"", ""St francis College"", ""Koramangala Water Tank"", ""St Johns Hospital"", ""Hosur Road junction"", ""Muneshwara Devasthana"", ""Bengaluru Dairy Circle"", ""Nimhans Hospital"", ""Lakkasandra"", ""7th Cross Wilson Garden"", ""Lalbagh Hopcoms"", ""Lalbagh Main Gate"", ""Town Hall"", ""KR Market (Kalasipalya)"" ]","246",1
