name,full_name,trip_count,trip_list,stop_count,stop_list,id,direction_id
V-378,Electronic City → Kengeri Bus Station,7,"[ ""06:55:00"", ""07:35:00"", ""08:05:00"", ""14:30:00"", ""15:40:00"", ""19:15:00"", ""20:00:00"" ]",56,"[ ""Electronic City"", ""Siemens"", ""BHEL"", ""Wipro Gate Shikaripalya Cross"", ""Concord Apartment Electronic City"", ""Neeladri Nagara"", ""Thogur Cross"", ""Vittasandra Cross"", ""Bettadasanapura"", ""Jalli Machine"", ""Mylasandra Road Junction"", ""Mylasandra Cross"", ""Vaddarapalya"", ""St Marys School"", ""Basavanna Devasthana CK Palya"", ""Hommadevanahalli"", ""Hommadevanahalli Cross"", ""CK Palya Cross"", ""Koli Farm Gate"", ""Basavanapura Gate"", ""T John College"", ""Gottigere"", ""Bhagya Nagara"", ""Jambu Savari Dinne"", ""Royal Layout"", ""Sarathi Nagara"", ""Vinayaka Talkies"", ""Glass Factory"", ""Hari Nagara Cross"", ""Sowdamini Kalyana Mantapa"", ""Konanakunte"", ""Konanakunte Cross"", ""Ragi Machine"", ""Sharadanagara"", ""Pipeline Vasanthapura"", ""Vasanthapura"", ""Yadalam Nagara"", ""Subramanyapura KEB"", ""Subramanyapura Post Office"", ""Subramanyapura Police Station"", ""Uttarahalli"", ""Uttarahalli"", ""Arehalli"", ""Poornaprajna Layout"", ""Uttarahalli Water Tank"", ""Patalamma Temple"", ""Mantri Alpyne Apartment"", ""Channasandra"", ""Channasandra Colony"", ""Indo American Hybrid Farm"", ""JSS College"", ""Omkar Hills"", ""BGS Health City Gate Abhiman Studio"", ""Savandarbar Ashrama"", ""Gollahallii Road Junction"", ""Kengeri Bus Station"" ]",23a,1
138 KBS-SVMS,Kempegowda Bus Station → Swamy Vivekananda Metro Station/Isolation Hospital,1,"[ ""13:20:00"" ]",17,"[ ""Kempegowda Bus Station"", ""Maharani College"", ""KR Circle"", ""Corporation"", ""St Joseph's Indian School\/ Malya Hospital"", ""Richmond Circle"", ""St Joseph College"", ""Mayohall"", ""Lido Talkies"", ""Halasuru Police Station"", ""Halasuru"", ""Lakshmipura"", ""Double Road Indiranagara"", ""Indiranagara Metro Station"", ""Indiranagara Police Station\/KFC"", ""Binnamangala"", ""Swamy Vivekananda Metro Station\/Isolation Hospital"" ]",23b,0
138 KBS-SVMS,Swamy Vivekananda Metro Station/Isolation Hospital → Kempegowda Bus Station,1,"[ ""14:05:00"" ]",16,"[ ""Swamy Vivekananda Metro Station\/Isolation Hospital"", ""Binnamangala"", ""Indiranagara Police Station\/KFC"", ""Indiranagara Metro Station"", ""Double Road Indiranagara"", ""Lakshmipura"", ""Halasuru"", ""Halasuru Police Station"", ""Lido Talkies"", ""Hosmat Hospital (DIG Office)"", ""Life Style (Sacred Heart School)"", ""Richmond Circle"", ""Pallavi Talkies"", ""Corporation"", ""Mysore Bank"", ""Kempegowda Bus Station"" ]",23b,1
258-H,Varadanayakanahalli → Kempegowda Bus Station,1,"[ ""08:20:00"" ]",53,"[ ""Varadanayakanahalli"", ""Baradi"", ""Mandigere"", ""Kachanahalli Mandigere"", ""Budihal"", ""Budihal Gate"", ""Bommanahalli"", ""KBD Factory"", ""Nelamangala Jass Toll"", ""Tumkur Road Junction"", ""Nelamangala Hunasemara 1"", ""Nelamangala Bus Station"", ""Anjaneya Temple Nelamangala"", ""TB Nelamangala"", ""Weavers Colony Nelamangala"", ""Nursery Nelamangala"", ""Binnamangala"", ""Vishwa Shanti Ashrama"", ""Arishinakunte"", ""Devannanapalya"", ""Dasanapura"", ""Ravuthanahalli Cross"", ""Adakimaranahalli"", ""Makali"", ""Madanayakanahalli"", ""TCI"", ""Madavara NICE Road"", ""Anchepalya"", ""Jindal"", ""Chikkabidarakallu"", ""Marison Factory"", ""Widia Factory"", ""Deepak Factory"", ""8th Mile Dasarahalli"", ""T Dasarahalli"", ""Jalahalli Cross"", ""Peenya Industry Metro Station"", ""SRS Peenya"", ""CMTI"", ""Goraguntepalya"", ""MEI Factory"", ""RMC Yard (Yeshawanthapura New Railway Station)"", ""Govardhan Talkies"", ""Yeshawanthapura Bus Station"", ""Tata Institute"", ""Malleshwara 18th Cross"", ""Malleshwara 13th Cross"", ""Malleshwara 11th Cross"", ""Malleshwara 8th Cross"", ""Malleshwara Circle"", ""Link Road"", ""Central"", ""Kempegowda Bus Station"" ]",23c,1
BC-7B,8th Mile Dasarahalli → Byadarahalli,91,"[ ""06:00:00"", ""06:25:00"", ""06:35:00"", ""06:55:00"", ""07:05:00"", ""07:05:00"", ""07:20:00"", ""07:35:00"", ""07:50:00"", ""08:05:00"", ""08:15:00"", ""08:40:00"", ""08:50:00"", ""08:50:00"", ""09:00:00"", ""09:10:00"", ""09:20:00"", ""09:30:00"", ""09:40:00"", ""09:55:00"", ""10:00:00"", ""10:10:00"", ""10:10:00"", ""10:15:00"", ""10:25:00"", ""10:45:00"", ""10:55:00"", ""11:05:00"", ""11:05:00"", ""11:25:00"", ""11:25:00"", ""11:35:00"", ""11:35:00"", ""11:45:00"", ""11:55:00"", ""12:10:00"", ""12:25:00"", ""12:40:00"", ""12:45:00"", ""12:55:00"", ""13:05:00"", ""13:20:00"", ""13:45:00"", ""13:55:00"", ""14:05:00"", ""14:05:00"", ""14:15:00"", ""14:20:00"", ""14:30:00"", ""14:35:00"", ""14:40:00"", ""14:50:00"", ""15:00:00"", ""15:10:00"", ""15:25:00"", ""15:35:00"", ""15:45:00"", ""15:50:00"", ""15:55:00"", ""16:05:00"", ""16:20:00"", ""16:20:00"", ""16:25:00"", ""16:30:00"", ""16:40:00"", ""16:55:00"", ""17:00:00"", ""17:10:00"", ""17:25:00"", ""17:40:00"", ""17:45:00"", ""17:50:00"", ""18:00:00"", ""18:20:00"", ""18:30:00"", ""18:45:00"", ""18:55:00"", ""19:10:00"", ""19:15:00"", ""19:20:00"", ""19:20:00"", ""19:35:00"", ""19:55:00"", ""20:05:00"", ""20:15:00"", ""20:30:00"", ""20:35:00"", ""20:45:00"", ""20:50:00"", ""21:20:00"", ""21:50:00"" ]",22,"[ ""8th Mile Dasarahalli"", ""Rukmini Nagara"", ""Nagasandra Cross"", ""HMT Layout 8th Mile"", ""Nelagadarenahalli"", ""Gruhalakshmi Layout"", ""Ganga International School"", ""Indiranagara"", ""Siddartha School Cross"", ""Kari Obanahalli"", ""Thigalarapalya"", ""Garudappa Circle Thigalarapalya"", ""Anjaneya Temple Thigalarapalya"", ""Andhrahalli Govt School"", ""Andhrahalli"", ""Vidyamanyanagara"", ""Acharya College"", ""Arch Lingadeeranahalli"", ""Syndicate Bank Layout"", ""Venkateshwara Layout"", ""Thunganagara Cross"", ""Byadarahalli"" ]",23d,0
BC-7B,Byadarahalli → 8th Mile Dasarahalli,88,"[ ""05:50:00"", ""06:30:00"", ""06:30:00"", ""06:40:00"", ""07:00:00"", ""07:10:00"", ""07:30:00"", ""07:40:00"", ""07:45:00"", ""08:00:00"", ""08:15:00"", ""08:25:00"", ""08:25:00"", ""08:40:00"", ""08:50:00"", ""09:00:00"", ""09:20:00"", ""09:20:00"", ""09:30:00"", ""09:30:00"", ""09:35:00"", ""09:45:00"", ""09:50:00"", ""10:00:00"", ""10:15:00"", ""10:25:00"", ""10:35:00"", ""10:40:00"", ""10:50:00"", ""11:00:00"", ""11:00:00"", ""11:10:00"", ""11:25:00"", ""11:35:00"", ""11:45:00"", ""12:00:00"", ""12:05:00"", ""12:15:00"", ""12:15:00"", ""12:25:00"", ""12:35:00"", ""12:50:00"", ""13:05:00"", ""13:20:00"", ""13:25:00"", ""13:35:00"", ""13:40:00"", ""13:55:00"", ""14:05:00"", ""14:30:00"", ""14:40:00"", ""14:50:00"", ""15:00:00"", ""15:10:00"", ""15:10:00"", ""15:15:00"", ""15:20:00"", ""15:25:00"", ""15:40:00"", ""15:50:00"", ""16:00:00"", ""16:10:00"", ""16:20:00"", ""16:30:00"", ""16:30:00"", ""16:45:00"", ""17:00:00"", ""17:05:00"", ""17:10:00"", ""17:20:00"", ""17:20:00"", ""17:40:00"", ""17:50:00"", ""18:00:00"", ""18:15:00"", ""18:35:00"", ""18:35:00"", ""18:55:00"", ""19:25:00"", ""19:40:00"", ""19:55:00"", ""19:55:00"", ""19:55:00"", ""20:10:00"", ""20:35:00"", ""20:45:00"", ""21:05:00"", ""21:10:00"" ]",22,"[ ""Byadarahalli"", ""Thunganagara Cross"", ""Venkateshwara Layout"", ""Syndicate Bank Layout"", ""Arch Lingadeeranahalli"", ""Acharya College"", ""Vidyamanyanagara"", ""Andhrahalli"", ""Andhrahalli Govt School"", ""Anjaneya Temple Thigalarapalya"", ""Garudappa Circle Thigalarapalya"", ""Thigalarapalya"", ""Kari Obanahalli"", ""Siddartha School Cross"", ""Indiranagara"", ""Ganga International School"", ""Gruhalakshmi Layout"", ""Nelagadarenahalli"", ""HMT Layout 8th Mile"", ""Nagasandra Cross"", ""Rukmini Nagara"", ""8th Mile Dasarahalli"" ]",23d,1
221-J KBS-GGH,Kempegowda Bus Station → Kommaghatta,1,"[ ""13:50:00"" ]",33,"[ ""Kempegowda Bus Station"", ""Maharani College"", ""KR Circle"", ""St Marthas Hospital"", ""Corporation"", ""Town Hall"", ""KR Market Flyover"", ""Rayan Circle"", ""Water Tank Chamarajapet"", ""Chamarajapet"", ""Sirsi Circle"", ""Mysore Road TollGate"", ""New Guddadahalli"", ""Mysore Road Bus Station"", ""BHEL"", ""Mysore Road Metro Station"", ""Nayandahalli"", ""BWSSB Quarters Nayandahalli"", ""Rajarajeshwari nagara Gate"", ""Bengaluru University Gate"", ""Jayaram Das Factory"", ""RV College"", ""Dubasipalya Cross"", ""Mylasandra Cross"", ""Kengeri Bus Station"", ""Kengeri Police Station"", ""Kengeri Ganesha Temple"", ""Kommaghatta Junction"", ""Robin Theatre"", ""Bande Mutt Gate Kengeri"", ""Beedi Karmikara Colony Gate"", ""Kengeri Club"", ""Kommaghatta"" ]",23e,0
221-J KBS-GGH,Gulaganjahalli → Kempegowda Bus Station,1,"[ ""08:35:00"" ]",40,"[ ""Gulaganjahalli"", ""Gulaganjahalli Cross"", ""Krishnasagara"", ""Maragondanahalli Cross"", ""Nursery Maragondanahalli"", ""Balaji Badavane Sulikere"", ""Sulikere Cross"", ""Byrohalli Gate"", ""Banglow Sulikere"", ""Ramasandra Cross"", ""Kommaghatta"", ""Kengeri Club"", ""Beedi Karmikara Colony Gate"", ""Bande Mutt Gate Kengeri"", ""Robin Theatre"", ""Kommaghatta Junction"", ""Kengeri Ganesha Temple"", ""Kengeri Police Station"", ""Kengeri Bus Station"", ""Mylasandra Cross"", ""Dubasipalya Cross"", ""RV College"", ""Jayaram Das Factory"", ""Bengaluru University Gate"", ""Rajarajeshwari nagara Gate"", ""BWSSB Quarters Nayandahalli"", ""Nayandahalli"", ""Mysore Road Metro Station"", ""BHEL"", ""Deepanjalinagara"", ""Bapujinagara"", ""New Guddadahalli"", ""Mysore Road TollGate"", ""Sirsi Circle"", ""Vinayaka Talkies"", ""KR Market"", ""Town Hall"", ""Corporation"", ""Mysore Bank"", ""Kempegowda Bus Station"" ]",23e,1
D35G-YKH,Yale Kodigehalli → Depot-35 Gate,1,"[ ""18:50:00"" ]",10,"[ ""Yale Kodigehalli"", ""Yale Kodigehalli Colony"", ""Gollarahatti"", ""Kachohalli Gate"", ""Chikka Gollarahatti"", ""Forest Gate"", ""Machohalli Gate"", ""Kadabagere Cross"", ""Seegehalli Gate"", ""Depot-35 Gate"" ]",23f,1
225-B,KR Market (Kalasipalya) → BEML Layout 5th stage,38,"[ ""05:50:00"", ""07:05:00"", ""07:40:00"", ""08:40:00"", ""09:20:00"", ""09:35:00"", ""09:35:00"", ""10:15:00"", ""10:15:00"", ""10:55:00"", ""10:55:00"", ""11:00:00"", ""11:10:00"", ""11:20:00"", ""11:30:00"", ""11:30:00"", ""11:35:00"", ""11:40:00"", ""11:50:00"", ""11:50:00"", ""12:00:00"", ""12:05:00"", ""12:45:00"", ""13:10:00"", ""13:35:00"", ""14:35:00"", ""14:45:00"", ""15:50:00"", ""16:20:00"", ""16:25:00"", ""17:10:00"", ""17:40:00"", ""17:45:00"", ""18:30:00"", ""18:35:00"", ""18:40:00"", ""20:30:00"", ""21:00:00"" ]",23,"[ ""KR Market (Kalasipalya)"", ""Rayan Circle"", ""Water Tank Chamarajapet"", ""Chamarajapet"", ""Sirsi Circle"", ""Mysore Road TollGate"", ""New Guddadahalli"", ""Mysore Road Bus Station"", ""BHEL"", ""Mysore Road Metro Station"", ""Nayandahalli"", ""BWSSB Quarters Nayandahalli"", ""Rajarajeshwari nagara Gate"", ""RR Nagara Petrol Bunk"", ""RR School"", ""RR Temple"", ""Pattanagere Jayanna Circle"", ""Nimishamba Temple"", ""Ideal Homes"", ""BEML Complex"", ""Double Road BEML Layout"", ""Kuvempu Circle"", ""BEML Layout 5th stage"" ]",23g,0
225-B,BEML Layout 5th stage → KR Market (Kalasipalya),36,"[ ""05:00:00"", ""06:01:00"", ""06:21:00"", ""06:45:00"", ""07:22:00"", ""07:50:00"", ""07:51:00"", ""08:26:00"", ""08:35:00"", ""09:35:00"", ""10:35:00"", ""10:40:00"", ""10:55:00"", ""11:00:00"", ""11:50:00"", ""12:20:00"", ""12:20:00"", ""12:21:00"", ""12:30:00"", ""12:40:00"", ""13:01:00"", ""13:11:00"", ""13:16:00"", ""13:45:00"", ""14:01:00"", ""14:01:00"", ""14:11:00"", ""14:21:00"", ""14:30:00"", ""15:30:00"", ""15:30:00"", ""16:45:00"", ""17:40:00"", ""17:45:00"", ""19:35:00"", ""19:35:00"" ]",23,"[ ""BEML Layout 5th stage"", ""Kuvempu Circle"", ""Double Road BEML Layout"", ""BEML Complex"", ""Ideal Homes"", ""Nimishamba Temple"", ""Pattanagere Jayanna Circle"", ""RR Temple"", ""RR School"", ""RR Nagara Petrol Bunk"", ""Rajarajeshwari nagara Gate"", ""BWSSB Quarters Nayandahalli"", ""Nayandahalli"", ""Mysore Road Metro Station"", ""BHEL"", ""Deepanjalinagara"", ""Bapujinagara"", ""New Guddadahalli"", ""Mysore Road TollGate"", ""Sirsi Circle"", ""Vinayaka Talkies"", ""Rayan Circle"", ""KR Market (Kalasipalya)"" ]",23g,1
284-KA,Kempegowda Bus Station → Jayasuryanagara Kogilu,3,"[ ""10:10:00"", ""12:45:00"", ""15:20:00"" ]",23,"[ ""Kempegowda Bus Station"", ""KPCC Office"", ""Shivananda Store"", ""RM Guttahalli"", ""Palace Ground"", ""Mekhri Circle"", ""CBI"", ""Veterinary Hospital"", ""Canara Bank Hebbala"", ""Hebbala"", ""Military Dairy Farm (Esteem Mall)"", ""Kodigehalli Gate"", ""Byatarayanapura"", ""GKVK GATE"", ""Jakkur Aerodrum"", ""Allalasandra Gate"", ""Yalahanka Police Station"", ""Yelahanka Santhe Circle"", ""Kogilu Cross"", ""Maruthi Nagara"", ""Sapthagiri Layout"", ""Kogilu"", ""Jayasuryanagara Kogilu"" ]",23h,0
284-KA,Jayasuryanagara Kogilu → Kempegowda Bus Station,3,"[ ""11:40:00"", ""14:15:00"", ""16:25:00"" ]",25,"[ ""Jayasuryanagara Kogilu"", ""Kogilu"", ""Sapthagiri Layout"", ""Maruthi Nagara"", ""Kogilu Cross"", ""Yelahanka Santhe Circle"", ""Yalahanka Police Station"", ""Allalasandra Gate"", ""Jakkur Aerodrum"", ""GKVK GATE"", ""Byatarayanapura"", ""Kodigehalli Gate"", ""Military Dairy Farm (Esteem Mall)"", ""Hebbala Bridge"", ""Hebbala"", ""Canara Bank Hebbala"", ""Veterinary Hospital"", ""CBI"", ""Mekhri Circle"", ""Palace Ground"", ""RM Guttahalli"", ""Shivananda Store"", ""Swastik Sheshadripuram College"", ""Central"", ""Kempegowda Bus Station"" ]",23h,1
45-B VSD-BVN,Vidhana Soudha → Bhuvaneshwari Nagara,1,"[ ""17:45:00"" ]",22,"[ ""Vidhana Soudha"", ""Maharani College"", ""KR Circle"", ""St Marthas Hospital"", ""Corporation"", ""Town Hall"", ""KR Market"", ""Makkala Koota"", ""Chamarajapet"", ""Bengaluru High School"", ""Ramakrishna Ashrama"", ""Hanumanthanagara Ward Office"", ""Subramanya Swamy Temple"", ""Nirmala Store"", ""Srinivasa Nagara"", ""Bank Colony"", ""Seetha Circle"", ""Hoskerehalli Cross"", ""Hosakerehalli  Junction"", ""Janatha Bazar  Banashankari"", ""Kathriguppe"", ""Bhuvaneshwari Nagara"" ]",23i,0
507-DY HGS-YHK,HAL Gnanajyothi School → Hennur Junction,1,"[ ""15:35:00"" ]",16,"[ ""HAL Gnanajyothi School"", ""Karthik Nagara"", ""Dodda Nekkundi Bridge\/Rainbow Hospital"", ""EMC2"", ""Mahadevapura Ring Road"", ""B Narayanapura Ring Road"", ""KR Pura Railway Station"", ""Tin Factory"", ""Kasthurinagara"", ""B Channasandra Bridge(Ramamurthy Nagara Ring Road)"", ""Vijaya Bank Colony Ring Road"", ""Horamavu"", ""Babusabpalya"", ""80 feet Road Kalyananagara"", ""Kalyananagara"", ""Hennur Junction"" ]",23j,0
129 KBS-CMS,Cubbon Park Metro Station → Kempegowda Bus Station,2,"[ ""18:20:00"", ""18:45:00"" ]",8,"[ ""Cubbon Park Metro Station"", ""Shivajinagara Bus Station"", ""Indian Express"", ""Vidhana Soudha Karnataka High Court"", ""MS Building"", ""Maharani College"", ""Cauvery Bhavana"", ""Kempegowda Bus Station"" ]",23k,1
KBS-3E,Kempegowda Bus Station → Electronic City Wipro Main Gate,25,"[ ""06:40:00"", ""06:45:00"", ""08:15:00"", ""08:30:00"", ""08:45:00"", ""09:00:00"", ""09:15:00"", ""09:30:00"", ""10:20:00"", ""10:50:00"", ""11:20:00"", ""11:50:00"", ""12:05:00"", ""12:05:00"", ""12:25:00"", ""12:25:00"", ""12:30:00"", ""13:40:00"", ""13:50:00"", ""13:55:00"", ""14:05:00"", ""14:25:00"", ""15:35:00"", ""15:45:00"", ""18:30:00"" ]",33,"[ ""Kempegowda Bus Station"", ""Maharani College"", ""KR Circle"", ""St Marthas Hospital"", ""Corporation"", ""Subbaiah Circle"", ""KH Road"", ""Shanthinagara Bus Station"", ""Wilson Garden Police Station"", ""Wilson Garden 12th Cross"", ""Lakkasandra"", ""Nimhans Hospital"", ""Bengaluru Dairy Circle"", ""Muneshwara Devasthana"", ""Hosur Road Junction"", ""St Johns Hospital"", ""Koramangala Water Tank"", ""Kudure Mukha Colony"", ""Krupanidhi College"", ""Madivala"", ""Roopena Agrahara"", ""Bommanahalli"", ""Garvebhavipalya"", ""Kudlu Gate"", ""Singasandra"", ""Hosa Road"", ""Electronic City PESIT College"", ""Konappana Agarhara"", ""Crown Plaza"", ""Infosys Parking Lot"", ""BHEL"", ""Wipro Gate Shikaripalya Cross"", ""Electronic City Wipro Main Gate"" ]",23l,0
KBS-3E,Electronic City → Kempegowda Bus Station,27,"[ ""04:50:00"", ""08:15:00"", ""08:45:00"", ""09:30:00"", ""09:30:00"", ""10:00:00"", ""10:15:00"", ""11:55:00"", ""12:15:00"", ""12:20:00"", ""12:45:00"", ""12:45:00"", ""12:55:00"", ""13:20:00"", ""13:25:00"", ""13:50:00"", ""13:50:00"", ""13:55:00"", ""14:20:00"", ""15:05:00"", ""15:35:00"", ""16:00:00"", ""16:00:00"", ""17:10:00"", ""17:35:00"", ""20:00:00"", ""21:00:00"" ]",25,"[ ""Electronic City"", ""Konappana Agarhara"", ""Electronic City PESIT College"", ""Hosa Road"", ""Singasandra"", ""Kudlu Gate"", ""Garvebhavipalya"", ""Bommanahalli"", ""Roopena Agrahara"", ""Madivala"", ""Ayyappaswamy Temple Madivala"", ""St Johns Hospital"", ""Hosur Road junction"", ""Muneshwara Devasthana"", ""Bengaluru Dairy Circle"", ""Nimhans Hospital"", ""Lakkasandra"", ""Wilson Garden 10th Cross"", ""Wilson Garden Police Station"", ""Shanthinagara Bus Station"", ""KH Road"", ""Pallavi Talkies"", ""Corporation"", ""Mysore Bank"", ""Kempegowda Bus Station"" ]",23l,1
255-J KBS-HNS,Honnasandra → Kempegowda Bus Station,1,"[ ""08:35:00"" ]",42,"[ ""Honnasandra"", ""Mattahalli Cross"", ""APMC Yard"", ""Vaderahalli Cross"", ""Kodipalya"", ""Nagaruru Cross"", ""The Golden Palm Resort Nagarur colony Nelamangala"", ""Mantri Layout"", ""Biscuits Factory"", ""Nisarga Layout"", ""Makali Cross"", ""Makali"", ""Madanayakanahalli"", ""TCI"", ""Madavara NICE Road"", ""Anchepalya"", ""Jindal"", ""Chikkabidarakallu"", ""Marison Factory"", ""Widia Factory"", ""Deepak Factory"", ""8th Mile Dasarahalli"", ""T Dasarahalli"", ""Jalahalli Cross"", ""Peenya Industry Metro Station"", ""SRS Peenya"", ""Peenya Metro Station"", ""CMTI"", ""Goraguntepalya"", ""MEI Factory"", ""RMC Yard (Yeshawanthapura New Railway Station)"", ""Govardhan Talkies"", ""Yeshawanthapura Bus Station"", ""Tata Institute"", ""Malleshwara 18th Cross"", ""Malleshwara 13th Cross"", ""Malleshwara 11th Cross"", ""Malleshwara 8th Cross"", ""Malleshwara Circle"", ""Link Road"", ""Central"", ""Kempegowda Bus Station"" ]",23m,1
87 KBS-DPJN,Kempegowda Bus Station → Deepanjalinagara,2,"[ ""11:00:00"", ""11:05:00"" ]",15,"[ ""Kempegowda Bus Station"", ""Okalipura"", ""Minerva Mill"", ""1st Cross Magadi Road"", ""5th Cross Magadi Road"", ""10th Cross Magadi Road"", ""Magadi Road Metro Station"", ""Prasanna Theatre"", ""Magadi Road TollGate"", ""Pipe Line Park"", ""Pipeline Binni Layout"", ""Hampi Nagara 7th Main"", ""Hampinagara RPC Layout"", ""Attiguppe"", ""Deepanjalinagara"" ]",23n,0
329-F,KR Market → Anugondanahalli,3,"[ ""07:05:00"", ""15:50:00"", ""20:15:00"" ]",42,"[ ""KR Market"", ""Town Hall"", ""Corporation"", ""St Joseph's Indian School\/ Malya Hospital"", ""Richmond Circle"", ""St Joseph College"", ""Mayohall"", ""Garuda Mall"", ""Hosmat Hospital"", ""Military Accounts Office"", ""Commando Hospital"", ""Domlur"", ""Domlur Flyover"", ""Kodihalli"", ""NAL\/Manipal Hospital"", ""Murugeshpalya"", ""Konena Agrahara"", ""HAL Main Gate"", ""Helicopter Division"", ""HAL Kalyana Mantap"", ""Yamalur Cross"", ""Marathahalli"", ""Marathahalli Bridge"", ""Munnekolalu Cross (Spice Garden)"", ""Kundalahalli Gate"", ""Thubarahalli"", ""Siddapura"", ""Ramagondanahalli"", ""Varthur Kodi"", ""Varthuru Govt College"", ""Sorahunse Gate"", ""Janthamane"", ""Madhura Nagara Hostel"", ""Madhura Nagara"", ""Valepura Cross"", ""Valepura Gate"", ""Gullakaipura"", ""Muthsandra"", ""Bellikere Cross"", ""Damodhar Nagara"", ""Muthkur"", ""Anugondanahalli"" ]",23o,0
329-F,Anugondanahalli → KR Market,3,"[ ""05:25:00"", ""09:00:00"", ""17:45:00"" ]",40,"[ ""Anugondanahalli"", ""Muthkur"", ""Damodhar Nagara"", ""Bellikere Cross"", ""Muthsandra"", ""Gullakaipura"", ""Kotur Gate"", ""Valepura Gate"", ""Valepura Cross"", ""Madhura Nagara"", ""Madhura Nagara Hostel"", ""Janthamane"", ""Sorahunse Gate"", ""Varthuru Govt College"", ""Varthur Kodi"", ""Ramagondanahalli"", ""Siddapura"", ""Thubarahalli"", ""Kundalahalli Gate"", ""Munnekolalu Cross (Spice Garden)"", ""Marathahalli Bridge"", ""Marathahalli"", ""Yamalur Cross"", ""HAL Kalyana Mantap"", ""Helicopter Division"", ""HAL Main Gate"", ""Konena Agrahara"", ""Murugeshpalya"", ""NAL Manipal Hospital"", ""Kodihalli"", ""Domlur Flyover"", ""Domlur"", ""Commando Hospital"", ""Military Accounts Office"", ""Kendriya Vidyalaya ASC Center"", ""Life Style (Sacred Heart School)"", ""Richmond Circle"", ""Corporation"", ""Town Hall"", ""KR Market"" ]",23o,1
211-T,KR Market (Kalasipalya) → OB Chudanahalli,2,"[ ""10:20:00"", ""15:20:00"" ]",41,"[ ""KR Market (Kalasipalya)"", ""Makkala Koota"", ""Mahila Seva Samaja"", ""National College"", ""Basavanagudi Police Station"", ""Gunasheela Hospital"", ""South End Circle"", ""Nanda Talkies"", ""Yadiyuru"", ""Deepak Nursing Home"", ""Hunasemara"", ""Banashankari"", ""Sarakki"", ""Jaraganahalli Cross"", ""Yalachenahalli"", ""Metro"", ""Konanakunte Cross"", ""Konanakunte Cross  Metro Station"", ""Doddakallasandra"", ""Doddakallasandra Metro Station"", ""Gubbalala Gate"", ""Raghuvanahalli Cross"", ""Vajarahalli Metro Station"", ""Bayyanapalya"", ""Thalagattapura Metro Station"", ""Thalagattapura"", ""Vajramuneshwara Gate"", ""Silk Institute Metro Station"", ""Jyothi Farm"", ""NICE Road"", ""Chinnayyanapalya Silk Farm"", ""Agara Cross"", ""Kuppareddy Kere"", ""Shanimahathma Temple"", ""Lakshmipura"", ""Saalu Doddy"", ""Art Of Living Ravishankar Ashram"", ""Dayananda Sagar Vidya Samste"", ""Art Of Living (Kanakapura Road)"", ""Udipalya"", ""OB Chudanahalli"" ]",23p,0
211-T,OB Chudanahalli → KR Market (Kalasipalya),2,"[ ""08:35:00"", ""11:40:00"" ]",40,"[ ""OB Chudanahalli"", ""Udipalya"", ""Art Of Living"", ""Dayananda Sagar Vidya Samste"", ""Art Of Living Ravishankar Ashram"", ""Saalu Doddy"", ""Lakshmipura"", ""Shanimahathma Temple"", ""Kuppareddy Kere"", ""Agara Cross"", ""Chinnayyanapalya Silk Farm"", ""NICE Road Kanakapura Road Junction"", ""Jyothi Farm"", ""Silk Institute metro station"", ""Vajramuneshwara Gate"", ""Thalagattapura"", ""Thalaghattapura Metro Station"", ""Bayyanapalya"", ""Vajarahalli Metro Station"", ""Raghuvanahalli Cross"", ""Gubbalala Gate"", ""Doddakallasandra Metro Station"", ""Doddakallasandra"", ""Konanakunte Cross  Metro Station"", ""Konanakunte Cross"", ""Metro"", ""Yalachenahalli"", ""Jaraganahalli Cross"", ""Sarakki"", ""Banashankari Bus Station"", ""Banashankari Hunasemara"", ""Deepak Nursing Home"", ""Yadiyuru"", ""Nanda Talkies"", ""South End Circle"", ""MN Krishna Rao Park"", ""Sajjan Rao Circle"", ""Basappa Circle"", ""Makkala Koota"", ""KR Market (Kalasipalya)"" ]",23p,1
306-D,Halasuru → Channasandra,2,"[ ""05:15:00"", ""08:55:00"" ]",25,"[ ""Halasuru"", ""Depot-06 Gate"", ""Binnamangala"", ""Swamy Vivekananda Metro Station\/Isolation Hospital"", ""NGEF"", ""Bayyappanahalli Metro Station"", ""Benniganahalli"", ""Tin Factory"", ""KR Pura Railway Station"", ""B Narayanapura"", ""Mahadevapura"", ""Singaianapalya Phoenix"", ""Garudacharpalya"", ""Brook Steel ESI"", ""Hoodi"", ""Rajapalya"", ""Prestige Shantiniketana \/Manipal Hospital"", ""Big Bazzar ITPL"", ""Pattandur Agrahara Gate"", ""ITPL"", ""GR Tech Park ITPL"", ""BPL"", ""Hope Farm"", ""MVJ College Channasandra"", ""Channasandra"" ]",23q,0
